id,grade,unit,unit_label,question,choice1,choice2,choice3,choice4,answer
207,1,chemistry,化学,食塩と水を混ぜてできる液体はどれか？,混合液,懸濁液,水溶液,沈殿液,3
208,1,chemistry,化学,液体に他の物質を溶かしたときにできる、均一に混ざった液体を何というか？,水溶液,沈殿液,分離液,懸濁液,1
209,1,chemistry,化学,質量パーセント濃度を表すときの単位はどれか？,g/L,%,g/cm³,cm³,2
210,1,chemistry,化学,質量パーセント濃度の式で正しいものはどれか？,溶液の質量 ÷ 溶質の質量 × 100,溶質の質量 ÷ 溶液の質量 × 100,溶媒の質量 ÷ 溶質の質量 × 100,溶液の質量 ÷ 溶媒の質量 × 100,2
211,1,chemistry,化学,100gの水に20gの食塩を溶かしたときの質量パーセント濃度は？,0.2,0.25,0.1667,0.22,3
212,1,chemistry,化学,濃度20%の食塩水100gに含まれる食塩の質量は？,20g,80g,25g,50g,1
213,1,chemistry,化学,ろ過のとき、ろ紙の先はどこにつけるのがよいか？,漏斗の底にぴったりつける,漏斗の口につける,漏斗の上につける,ろ紙は使わない,1
214,1,chemistry,化学,ろ過によって取り出せるものはどれか？,水に溶けている砂糖,食塩水に含まれる食塩,水に溶けていない泥,アルコール,3
215,1,chemistry,化学,水に物質を溶かしていき、これ以上溶けなくなった状態を何というか？,水溶液,飽和,沈殿,結晶,2
216,1,chemistry,化学,100gの水に溶ける物質の限界の質量を何というか？,質量,密度,溶解度,結晶度,3
217,1,chemistry,化学,一般的に、温度を上げると物質の溶解度はどうなるか？,小さくなる,変わらない,大きくなる,一度減ってから増える,3
218,1,chemistry,化学,飽和水溶液を冷やすと起こる現象は？,蒸発する,再結晶ができる,中和する,色が変わる,2
219,1,chemistry,化学,純粋な物質の特徴として正しいものはどれか？,成分が均一でない,1種類の成分からなる,色がついている,複数の粒子が混ざっている,2
220,1,chemistry,化学,水に物質を加えても溶けずに底に沈むものは何と呼ばれるか？,溶液,溶媒,沈殿,結晶,3
221,1,chemistry,化学,食塩水を蒸発させて取り出せるのはどれか？,水,砂糖,アンモニア,食塩,4
222,1,chemistry,化学,水溶液を冷やして結晶として取り出す操作を何というか？,蒸発,濾過,再結晶,分離,3
223,1,chemistry,化学,再結晶で水溶液を冷やしても結晶が出にくいとき、どのような方法を使うのが適切か？,水を蒸発させる,水を加える,ろ過する,かきまぜる,1
224,1,chemistry,化学,ある温度で、これ以上物質が溶けず、溶質が水にとける限界まで達した水溶液を何というか？,結晶水溶液,溶質水溶液,飽和水溶液,過冷却液,3
225,1,chemistry,化学,物質が水にどれくらい溶けるかを温度ごとに表したグラフを何というか？,濃度曲線,蒸発曲線,冷却曲線,溶解度曲線,4
226,1,chemistry,化学,水溶液を冷やしたり水を蒸発させたりして、再び取り出された規則正しい形の固体を何というか？,沈殿,結晶,溶質,凝固,2
227,1,chemistry,化学,次のうち、ろ過の操作や言葉の説明として不適切なものはどれか？,ろ液はろ過されたあとの液体である,液体はガラス棒を使ってろうとに流す,ろうとにはろ紙を正しくセットする,ろうとの先はビーカーの口から離して浮かせておく,4
228,1,chemistry,化学,80gの水に20gの砂糖を溶かしたときの質量パーセント濃度は？,0.2,0.25,0.33,0.5,1
229,1,chemistry,化学,濃度10%の食塩水100gに含まれる食塩の質量は？,5g,10g,20g,90g,2
230,1,chemistry,化学,濃度20%の食塩水が100gあるとき、この中に含まれる水の質量はどれか？,20g,80g,100g,50g,2
231,1,chemistry,化学,食塩10gを水に溶かして濃度20%の食塩水を作った。このとき使った水の質量は？,40g,30g,50g,10g,1
232,1,chemistry,化学,濃度12%の食塩水100gに水を100g加えた。このときの食塩水の濃度として正しいものはどれか？,0.06,0.08,0.1,0.12,1
233,1,chemistry,化学,次のうち、混合物ではないものはどれか？,空気,海水,塩酸,エタノール,4
234,1,chemistry,化学,60℃の水100gに40gの物質をすべて溶かした。20℃での溶解度が30gだったとき、20℃まで冷やしたときにできる結晶の質量は？,10g,30g,40g,70g,1
235,1,chemistry,化学,80℃の水150gに60gの物質をすべて溶かした。20℃での溶解度が20gのとき、20℃まで冷やしたときに取り出せる結晶の質量は？,20g,30g,40g,50g,2
236,1,chemistry,化学,60℃の水100gに25gの物質を溶かした。20℃での溶解度が20gのとき、20℃まで冷やしたときに冷やして取り出せる結晶の質量は？,5g,10g,20g,25g,1
237,1,chemistry,化学,物質の状態変化で、液体が気体に変わることを何というか？,凝固,昇華,融解,蒸発,4
238,1,chemistry,化学,氷が水に変わるときの状態変化を何というか？,凝固,昇華,融解,蒸発,3
239,1,chemistry,化学,水を除くと、一般的に、固体→液体→気体と変化すると体積は？,小さくなる,変わらない,大きくなる,一度小さく後で大きくなる,3
240,1,chemistry,化学,状態変化で変わらないものは？,体積,質量,密度,温度,2
241,1,chemistry,化学,蒸留はどのような混合物を分けるときに使うか？,粒の大きさが違うもの,沸点の違う液体の混合物,色の違う液体,溶けていない固体と液体,2
242,1,chemistry,化学,水の密度が最大になるのは何℃？,0℃,4℃,100℃,−10℃,2
243,1,chemistry,化学,粒子の間隔が最も広いのは？,固体,液体,気体,どの状態も同じ,3
244,1,chemistry,化学,エタノールの沸点は？,0℃,63℃,78℃,100℃,3
245,1,chemistry,化学,固体が直接気体になる状態変化は？,凝固,昇華,融解,蒸発,2
246,1,chemistry,化学,粒子が動かないで整然と並ぶ状態は？,固体,液体,気体,どの状態も同じ,1
247,1,chemistry,化学,沸点の異なる液体どうしを分けるときに用いる方法はどれか？,濾過,再結晶,中和,蒸留,4
248,1,chemistry,化学,状態変化の途中、物質の温度はどう変化するか？,上がる,下がる,上がったり下がったりする,一定のままになる,4
249,1,chemistry,化学,氷が水に浮かぶのはなぜ？,氷の密度が水より高いから,氷の密度が水より低いから,氷の体積が水より小さいから,氷が固体だから,2
250,1,chemistry,化学,質量が同じとき、体積が最小となる状態は？,氷,水,水蒸気,同じ,2
251,1,chemistry,化学,粒子が激しく自由に飛び回る状態は？,固体,液体,気体,どの状態も同じ,3
252,1,chemistry,化学,エタノールと水、先に蒸発するのは？,水,エタノール,蒸発しない,同時,2
253,1,chemistry,化学,粒子が密に詰まって動かないモデルは？,液体,気体,固体,どの状態も同じ,3
254,1,chemistry,化学,蒸留で試験管の口を下げる理由は？,気体が逃げない,火が逆流しない,冷却しやすい,液の飛び出し防止,4
255,1,chemistry,化学,固体が液体になり始める温度を何という？,融点,沸点,発火点,絶対零度,1
256,1,chemistry,化学,水について、固体・液体・気体の3つの状態の密度を小さい順に正しく並べたものはどれか？,氷 → 水蒸気 → 水,水 → 氷 → 水蒸気,水蒸気 → 氷 → 水,水蒸気 → 水 → 氷,3
257,1,chemistry,化学,次のうち、沸点の違いを利用して複数の成分を取り出すために蒸留のしくみを応用しているものはどれか？,海水から塩を取り出す,石油を成分ごとに分ける,川の水をろ過して飲み水にする,色のついた水を脱色する,2
258,1,chemistry,化学,蒸留のとき、沸騰石を枝つきフラスコの中に入れるのはなぜか？,においを防ぐため,火を均一にするため,突沸を防ぐため,液を速く蒸発させるため,3
259,1,chemistry,化学,蒸留が終わったあと、火を止める前に行うべき操作として正しいものはどれか？,枝つきフラスコのふたを外す,冷却水をあたためる,ガラス管を試験管から外す,温度計を取り出す,3
260,1,chemistry,化学,混合物を加熱したときの温度と時間のグラフの特徴として正しいものはどれか？,融解・沸騰のときに温度が一定になる,途中で温度が急に下がる,全体的に階段状の形になる,融解・沸騰のときも温度がゆるやかに変化し続ける,4
261,1,biology,生物,ルーペの使い方で正しいものはどれか。,目をルーペから離して見る,観察物にルーペを近づ、目とルーペの間の距離を調整する,ルーペを目に近づけて、観察物を動かす,両手でルーペを持ち観察する,3
262,1,biology,生物,ルーペの倍率として最も適切なのはどれか。,5～10倍,50～100倍,100倍,200倍,1
263,1,biology,生物,双眼実体顕微鏡の特徴として正しいものはどれか。,高倍率で細胞の観察に適している,厚みのある試料を立体的に観察できる,プレパラートを作成して観察する,微生物の観察に適している,2
